,State,Data Element,Date,Value,Frequency,Region,Description
1771,Oklahoma,Consumer Price Index,2021-08-01,5.7,Monthly,West South Central,Consumer Price Index
1772,Texas,Consumer Price Index,2021-08-01,5.7,Monthly,West South Central,Consumer Price Index
1773,Arkansas,Consumer Price Index,2021-09-01,5.7,Monthly,West South Central,Consumer Price Index
1774,Louisiana,Consumer Price Index,2021-09-01,5.7,Monthly,West South Central,Consumer Price Index
1775,Oklahoma,Consumer Price Index,2021-09-01,5.7,Monthly,West South Central,Consumer Price Index
1776,Texas,Consumer Price Index,2021-09-01,5.7,Monthly,West South Central,Consumer Price Index
1777,Arkansas,Consumer Price Index,2021-10-01,6.6,Monthly,West South Central,Consumer Price Index
1778,Louisiana,Consumer Price Index,2021-10-01,6.6,Monthly,West South Central,Consumer Price Index
1779,Oklahoma,Consumer Price Index,2021-10-01,6.6,Monthly,West South Central,Consumer Price Index
1780,Texas,Consumer Price Index,2021-10-01,6.6,Monthly,West South Central,Consumer Price Index
1781,Arkansas,Consumer Price Index,2021-11-01,7.4,Monthly,West South Central,Consumer Price Index
1782,Louisiana,Consumer Price Index,2021-11-01,7.4,Monthly,West South Central,Consumer Price Index
1783,Oklahoma,Consumer Price Index,2021-11-01,7.4,Monthly,West South Central,Consumer Price Index
1784,Texas,Consumer Price Index,2021-11-01,7.4,Monthly,West South Central,Consumer Price Index
